"Nome della campagna","Nome del gruppo di inserzioni","Nome dell'inserzione",Piattaforma,Posizionamento,Obiettivo,Giorno,"Stato di pubblicazione","Livello di pubblicazione","Nome del gruppo di inserzioni","Impostazione di attribuzione","Tipo di risultato",Risultati,Copertura,Impression,"Costo per risultato","Valutazione della qualità","Valutazione del tasso di coinvolgimento","Classificazione tasso di conversione","Importo speso (EUR)","Clic sul link","CTR (tutti i clic)","CPC (tutti i clic)","CPM (costo per 1000 impression)","CTR (tasso di clic sul link)","CPC (costo per clic sul link)","Tasso di visualizzazioni della pagina di destinazione per clic sul link","Inizio dei report","Fine dei report"
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-13,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,37,44,,-,-,-,0.08,,,,1.81818182,,,,2026-01-13,2026-01-13
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-13,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,21,21,,-,-,-,0.17,,,,8.0952381,,,,2026-01-13,2026-01-13
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-13,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,75,92,,-,-,-,0.24,,,,2.60869565,,,,2026-01-13,2026-01-13
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-13,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1324,1652,,-,-,-,5.43,8,1.4527845,0.22625,3.28692494,0.4842615,0.67875,,2026-01-13,2026-01-13
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-13,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,678,767,,-,-,-,3,3,1.04302477,0.375,3.91134289,0.39113429,1,,2026-01-13,2026-01-13
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-12,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,826,975,,-,-,-,1.91,,0.30769231,0.63666667,1.95897436,,,,2026-01-12,2026-01-12
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-12,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1251,1465,,-,-,-,5.13,5,0.4778157,0.73285714,3.50170648,0.34129693,1.026,,2026-01-12,2026-01-12
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-12,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,146,176,,-,-,-,0.67,1,0.56818182,0.67,3.80681818,0.56818182,0.67,,2026-01-12,2026-01-12
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-12,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,3414,3993,,-,-,-,12.03,9,1.07688455,0.27976744,3.01277235,0.22539444,1.33666667,,2026-01-12,2026-01-12
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-12,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,217,227,,-,-,-,0.82,2,1.76211454,0.205,3.6123348,0.88105727,0.41,,2026-01-12,2026-01-12
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-12,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,168,193,,-,-,-,0.36,1,0.51813472,0.36,1.86528497,0.51813472,0.36,,2026-01-12,2026-01-12
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-12,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,31,37,,-,-,-,0.14013889,,,,3.78753754,,,,2026-01-12,2026-01-12
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-12,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,34,35,,-,-,-,0.10009921,,,,2.85997732,,,,2026-01-12,2026-01-12
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-12,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,581,710,,-,-,-,2.80277778,2,0.56338028,0.70069444,3.94757433,0.28169014,1.40138889,,2026-01-12,2026-01-12
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-12,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,390,476,,-,-,-,1.13112103,3,1.68067227,0.14139013,2.37630469,0.6302521,0.37704034,,2026-01-12,2026-01-12
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-12,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1388,1704,,-,-,-,5.73568452,5,1.11502347,0.30187813,3.36601204,0.29342723,1.1471369,,2026-01-12,2026-01-12
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-12,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,75,97,,-,-,-,0.18017857,1,1.03092784,0.18017857,1.85751105,1.03092784,0.18017857,,2026-01-12,2026-01-12
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-11,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,99,117,,-,-,-,0.82,1,1.70940171,0.41,7.00854701,0.85470085,0.82,,2026-01-11,2026-01-11
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-11,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,548,652,,-,-,-,1.33,1,0.61349693,0.3325,2.0398773,0.15337423,1.33,,2026-01-11,2026-01-11
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-11,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,185,203,,-,-,-,0.68,2,0.98522167,0.34,3.34975369,0.98522167,0.34,,2026-01-11,2026-01-11
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-11,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,127,143,,-,-,-,0.46,2,1.3986014,0.23,3.21678322,1.3986014,0.23,,2026-01-11,2026-01-11
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-11,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1081,1267,,-,-,-,4.45,6,0.63141279,0.55625,3.51223362,0.47355959,0.74166667,,2026-01-11,2026-01-11
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-11,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,4315,4948,,-,-,-,14.17,21,1.55618432,0.18402597,2.86378335,0.4244139,0.6747619,,2026-01-11,2026-01-11
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-11,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,38,43,,-,-,-,0.39,,,,9.06976744,,,,2026-01-11,2026-01-11
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-11,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,32,35,,-,-,-,0.07,,,,2,,,,2026-01-11,2026-01-11
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-11,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,288,375,,-,-,-,0.92,,,,2.45333333,,,,2026-01-11,2026-01-11
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-11,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,709,826,,-,-,-,3.31,1,0.4842615,0.8275,4.00726392,0.12106538,3.31,,2026-01-11,2026-01-11
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-11,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione","Contatti acquisiti sul sito web",1,1704,2127,7.85,-,-,-,7.85,7,0.94029149,0.3925,3.6906441,0.32910202,1.12142857,,2026-01-11,2026-01-11
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-11,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,27,31,,-,-,-,0.1,1,3.22580645,0.1,3.22580645,3.22580645,0.1,,2026-01-11,2026-01-11
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-10,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1178,1280,,-,-,-,4.48,4,1.015625,0.34461538,3.5,0.3125,1.12,,2026-01-10,2026-01-10
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-10,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,139,153,,-,-,-,0.5,,1.30718954,0.25,3.26797386,,,,2026-01-10,2026-01-10
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-10,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,134,152,,-,-,-,0.69,1,0.65789474,0.69,4.53947368,0.65789474,0.69,,2026-01-10,2026-01-10
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-10,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,5339,6099,,-,-,-,16.28,30,1.45925562,0.18292135,2.66929005,0.49188392,0.54266667,,2026-01-10,2026-01-10
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-10,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,854,965,,-,-,-,2.32,2,0.20725389,1.16,2.40414508,0.20725389,1.16,,2026-01-10,2026-01-10
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-10,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,238,260,,-,-,-,1.26,2,0.76923077,0.63,4.84615385,0.76923077,0.63,,2026-01-10,2026-01-10
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-10,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,288,343,,-,-,-,0.91,,,,2.65306122,,,,2026-01-10,2026-01-10
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-10,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,38,44,,-,-,-,0.14,,,,3.18181818,,,,2026-01-10,2026-01-10
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-10,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,43,48,,-,-,-,0.1,,,,2.08333333,,,,2026-01-10,2026-01-10
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-10,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,31,35,,-,-,-,0.15,1,2.85714286,0.15,4.28571429,2.85714286,0.15,,2026-01-10,2026-01-10
