"Nome della campagna","Nome del gruppo di inserzioni","Nome dell'inserzione",Piattaforma,Posizionamento,Obiettivo,Giorno,"Stato di pubblicazione","Livello di pubblicazione","Nome del gruppo di inserzioni","Impostazione di attribuzione","Tipo di risultato",Risultati,Copertura,Impression,"Costo per risultato","Valutazione della qualità","Valutazione del tasso di coinvolgimento","Classificazione tasso di conversione","Importo speso (EUR)","Clic sul link","CTR (tutti i clic)","CPC (tutti i clic)","CPM (costo per 1000 impression)","CTR (tasso di clic sul link)","CPC (costo per clic sul link)","Tasso di visualizzazioni della pagina di destinazione per clic sul link","Inizio dei report","Fine dei report"
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-10,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1253,1616,,-,-,-,6.18,6,1.60891089,0.23769231,3.82425743,0.37128713,1.03,,2026-01-10,2026-01-10
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-10,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,649,806,,-,-,-,3.15,1,0.86848635,0.45,3.90818859,0.12406948,3.15,,2026-01-10,2026-01-10
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-09,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,186,195,,-,-,-,0.81,2,1.53846154,0.27,4.15384615,1.02564103,0.405,,2026-01-09,2026-01-09
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-09,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,106,115,,-,-,-,0.41,,,,3.56521739,,,,2026-01-09,2026-01-09
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-09,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,699,804,,-,-,-,1.6,3,0.62189055,0.32,1.99004975,0.37313433,0.53333333,,2026-01-09,2026-01-09
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-09,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,6398,7602,,-,-,-,18.09,26,1.28913444,0.18459184,2.37963694,0.34201526,0.69576923,,2026-01-09,2026-01-09
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-09,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,92,102,,-,-,-,0.48,2,1.96078431,0.24,4.70588235,1.96078431,0.24,,2026-01-09,2026-01-09
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-09,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1262,1458,,-,-,-,4.71,6,0.82304527,0.3925,3.23045267,0.41152263,0.785,,2026-01-09,2026-01-09
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-09,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,45,62,,-,-,-,0.13,,,,2.09677419,,,,2026-01-09,2026-01-09
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-09,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,34,40,,-,-,-,0.11,1,2.5,0.11,2.75,2.5,0.11,,2026-01-09,2026-01-09
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-09,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione","Contatti acquisiti sul sito web",1,418,499,1.9,-,-,-,1.9,6,1.60320641,0.2375,3.80761523,1.20240481,0.31666667,,2026-01-09,2026-01-09
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-09,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,326,419,,-,-,-,0.7,1,1.19331742,0.14,1.67064439,0.23866348,0.7,,2026-01-09,2026-01-09
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-09,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1138,1478,,-,-,-,5.31,3,1.35317997,0.2655,3.59269283,0.202977,1.77,,2026-01-09,2026-01-09
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-09,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,23,24,,-,-,-,0.05,,,,2.08333333,,,,2026-01-09,2026-01-09
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-08,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,147,173,,-,-,-,0.29,3,0.57803468,0.29,1.67630058,1.73410405,0.09666667,,2026-01-08,2026-01-08
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-08,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,73,77,,-,-,-,0.31,,2.5974026,0.155,4.02597403,,,,2026-01-08,2026-01-08
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-08,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,211,219,,-,-,-,0.8,1,0.456621,0.8,3.65296804,0.456621,0.8,,2026-01-08,2026-01-08
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-08,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1121,1340,,-,-,-,3.08,3,0.74626866,0.308,2.29850746,0.2238806,1.02666667,,2026-01-08,2026-01-08
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-08,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,607,698,,-,-,-,2,5,1.00286533,0.28571429,2.86532951,0.71633238,0.4,,2026-01-08,2026-01-08
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-08,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione","Contatti acquisiti sul sito web",1,6516,7782,18.57,-,-,-,18.57,46,1.99177589,0.11980645,2.38627602,0.59110768,0.40369565,,2026-01-08,2026-01-08
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-08,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,413,502,,-,-,-,2.05,,0.19920319,2.05,4.08366534,,,,2026-01-08,2026-01-08
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-08,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,62,70,,-,-,-,0.29,,,,4.14285714,,,,2026-01-08,2026-01-08
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-08,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,45,49,,-,-,-,0.1,2,4.08163265,0.05,2.04081633,4.08163265,0.05,,2026-01-08,2026-01-08
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-08,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione","Contatti acquisiti sul sito web",1,1382,1684,6.06,-,-,-,6.06,4,0.7719715,0.46615385,3.59857482,0.23752969,1.515,,2026-01-08,2026-01-08
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-08,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,508,687,,-,-,-,1.36,1,0.29112082,0.68,1.97962154,0.14556041,1.36,,2026-01-08,2026-01-08
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-08,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,113,151,,-,-,-,0.28,,,,1.85430464,,,,2026-01-08,2026-01-08
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-07,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,25,27,,-,-,-,0.21019391,,,,7.78495947,,,,2026-01-07,2026-01-07
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-07,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1277,1499,,-,-,-,3.82161933,7,0.93395597,0.27297281,2.54944585,0.46697799,0.54594562,,2026-01-07,2026-01-07
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-07,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,175,196,,-,-,-,0.51021619,3,1.53061224,0.17007206,2.60314384,1.53061224,0.17007206,,2026-01-07,2026-01-07
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-07,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1061,1247,,-,-,-,2.21093684,2,0.16038492,1.10546842,1.77300468,0.16038492,1.10546842,,2026-01-07,2026-01-07
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-07,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1582,2034,,-,-,-,6.40590951,10,2.01573255,0.1562417,3.14941471,0.49164208,0.64059095,,2026-01-07,2026-01-07
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-07,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,63,78,,-,-,-,0.1801662,,,,2.30982314,,,,2026-01-07,2026-01-07
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-07,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,52,54,,-,-,-,0.1801662,1,1.85185185,0.1801662,3.3364112,1.85185185,0.1801662,,2026-01-07,2026-01-07
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-07,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione","Contatti acquisiti sul sito web",1,436,596,1.1610711,-,-,-,1.1610711,3,0.83892617,0.23221422,1.94810587,0.5033557,0.3870237,,2026-01-07,2026-01-07
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-07,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,740,901,,-,-,-,2.70249307,2,0.99889012,0.30027701,2.99943737,0.22197558,1.35124654,,2026-01-07,2026-01-07
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-07,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,182,201,,-,-,-,0.61025858,1,0.49751244,0.61025858,3.03611236,0.49751244,0.61025858,,2026-01-07,2026-01-07
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-07,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,5967,7103,,-,-,-,16.00678253,34,1.71758412,0.13120314,2.25352422,0.47867098,0.47078772,,2026-01-07,2026-01-07
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-07,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,199,231,,-,-,-,0.44018652,1,0.43290043,0.44018652,1.90556935,0.43290043,0.44018652,,2026-01-07,2026-01-07
